restaurant_name,ratings,price_for_one,cuisine,links,location,delivery_review_no,timings
Leon's Burgers & Wings,4.3,200,Burger,www.zomato.com/bangalore/leons-burgers-wings-frazer-town-bangalore/order,Frazer Town,68.0,"12midnight – 3am, 11am – 12midnight "
Leon's Burgers & Wings,4.3,200,Fast Food,www.zomato.com/bangalore/leons-burgers-wings-frazer-town-bangalore/order,Frazer Town,68.0,"12midnight – 3am, 11am – 12midnight "
Leon's Burgers & Wings,4.3,200,Wraps,www.zomato.com/bangalore/leons-burgers-wings-frazer-town-bangalore/order,Frazer Town,68.0,"12midnight – 3am, 11am – 12midnight "
Empire Restaurant,4.2,200,North Indian,www.zomato.com/bangalore/empire-restaurant-shivajinagar-bangalore/order,Shivajinagar,5551.0,11am – 2:30am 
Empire Restaurant,4.2,200,Biryani,www.zomato.com/bangalore/empire-restaurant-shivajinagar-bangalore/order,Shivajinagar,5551.0,11am – 2:30am 
Empire Restaurant,4.2,200,Kebab,www.zomato.com/bangalore/empire-restaurant-shivajinagar-bangalore/order,Shivajinagar,5551.0,11am – 2:30am 
Empire Restaurant,4.2,200,South Indian,www.zomato.com/bangalore/empire-restaurant-shivajinagar-bangalore/order,Shivajinagar,5551.0,11am – 2:30am 
Empire Restaurant,4.2,200,Mughlai,www.zomato.com/bangalore/empire-restaurant-shivajinagar-bangalore/order,Shivajinagar,5551.0,11am – 2:30am 
Empire Restaurant,4.2,200,Chinese,www.zomato.com/bangalore/empire-restaurant-shivajinagar-bangalore/order,Shivajinagar,5551.0,11am – 2:30am 
Empire Restaurant,4.2,200,Seafood,www.zomato.com/bangalore/empire-restaurant-shivajinagar-bangalore/order,Shivajinagar,5551.0,11am – 2:30am 
Kannur Food Point,3.9,200,Kerala,www.zomato.com/bangalore/kannur-food-point-btm/order,BTM,575.0,8:30am – 11:30pm 
Kannur Food Point,3.9,200,Biryani,www.zomato.com/bangalore/kannur-food-point-btm/order,BTM,575.0,8:30am – 11:30pm 
Kannur Food Point,3.9,200,South Indian,www.zomato.com/bangalore/kannur-food-point-btm/order,BTM,575.0,8:30am – 11:30pm 
Kannur Food Point,3.9,200,Arabian,www.zomato.com/bangalore/kannur-food-point-btm/order,BTM,575.0,8:30am – 11:30pm 
Kannur Food Point,3.9,200,Beverages,www.zomato.com/bangalore/kannur-food-point-btm/order,BTM,575.0,8:30am – 11:30pm 
Kannur Food Point,3.9,200,Juices,www.zomato.com/bangalore/kannur-food-point-btm/order,BTM,575.0,8:30am – 11:30pm 
Kannur Food Point,3.9,200,Shake,www.zomato.com/bangalore/kannur-food-point-btm/order,BTM,575.0,8:30am – 11:30pm 
Kannur Food Point,3.9,200,Chinese,www.zomato.com/bangalore/kannur-food-point-btm/order,BTM,575.0,8:30am – 11:30pm 
Chickpet Donne Biryani House,3.7,200,Biryani,www.zomato.com/bangalore/chickpet-donne-biryani-house-jayanagar-bangalore/order,Jayanagar,8.0,11am – 11pm 
Chickpet Donne Biryani House,3.7,200,South Indian,www.zomato.com/bangalore/chickpet-donne-biryani-house-jayanagar-bangalore/order,Jayanagar,8.0,11am – 11pm 
Chickpet Donne Biryani House,3.7,200,Kebab,www.zomato.com/bangalore/chickpet-donne-biryani-house-jayanagar-bangalore/order,Jayanagar,8.0,11am – 11pm 
Domino's Pizza,4.1,200,Pizza,www.zomato.com/bangalore/dominos-pizza-shanti-nagar/order,Shanti Nagar,314.0,11am – 11:45pm 
Domino's Pizza,4.1,200,Fast Food,www.zomato.com/bangalore/dominos-pizza-shanti-nagar/order,Shanti Nagar,314.0,11am – 11:45pm 
Domino's Pizza,4.1,200,Italian,www.zomato.com/bangalore/dominos-pizza-shanti-nagar/order,Shanti Nagar,314.0,11am – 11:45pm 
Aromas Of Biryani,4.2,200,Biryani,www.zomato.com/bangalore/aromas-of-biryani-1-jayanagar-bangalore/order,Jayanagar,757.0,11:15am – 12midnight 
Aromas Of Biryani,4.2,200,North Indian,www.zomato.com/bangalore/aromas-of-biryani-1-jayanagar-bangalore/order,Jayanagar,757.0,11:15am – 12midnight 
Aromas Of Biryani,4.2,200,South Indian,www.zomato.com/bangalore/aromas-of-biryani-1-jayanagar-bangalore/order,Jayanagar,757.0,11:15am – 12midnight 
Meghana Foods,4.5,200,Biryani,www.zomato.com/bangalore/meghana-foods-residency-road/order,Residency Road,2317.0,"12midnight – 1:30am, 11:30am – 12midnight "
Meghana Foods,4.5,200,Andhra,www.zomato.com/bangalore/meghana-foods-residency-road/order,Residency Road,2317.0,"12midnight – 1:30am, 11:30am – 12midnight "
Meghana Foods,4.5,200,North Indian,www.zomato.com/bangalore/meghana-foods-residency-road/order,Residency Road,2317.0,"12midnight – 1:30am, 11:30am – 12midnight "
Meghana Foods,4.5,200,Seafood,www.zomato.com/bangalore/meghana-foods-residency-road/order,Residency Road,2317.0,"12midnight – 1:30am, 11:30am – 12midnight "
Bowl Soul,3.9,200,Continental,www.zomato.com/bangalore/bowl-soul-richmond-town-bangalore/order,Richmond Town,0.0,Timings Not Available
Bowl Soul,3.9,200,Chinese,www.zomato.com/bangalore/bowl-soul-richmond-town-bangalore/order,Richmond Town,0.0,Timings Not Available
Bowl Soul,3.9,200,Oriental,www.zomato.com/bangalore/bowl-soul-richmond-town-bangalore/order,Richmond Town,0.0,Timings Not Available
Bowl Soul,3.9,200,Asian,www.zomato.com/bangalore/bowl-soul-richmond-town-bangalore/order,Richmond Town,0.0,Timings Not Available
Bowl Soul,3.9,200,Healthy Food,www.zomato.com/bangalore/bowl-soul-richmond-town-bangalore/order,Richmond Town,0.0,Timings Not Available
Bowl Soul,3.9,200,Sandwich,www.zomato.com/bangalore/bowl-soul-richmond-town-bangalore/order,Richmond Town,0.0,Timings Not Available
KFC,3.8,200,Fast Food,www.zomato.com/bangalore/kfc-brigade-road-bangalore/order,Brigade Road,188.0,"12midnight – 1am, 11am – 12midnight "
KFC,3.8,200,Burger,www.zomato.com/bangalore/kfc-brigade-road-bangalore/order,Brigade Road,188.0,"12midnight – 1am, 11am – 12midnight "
KFC,3.8,200,Biryani,www.zomato.com/bangalore/kfc-brigade-road-bangalore/order,Brigade Road,188.0,"12midnight – 1am, 11am – 12midnight "
KFC,3.8,200,Desserts,www.zomato.com/bangalore/kfc-brigade-road-bangalore/order,Brigade Road,188.0,"12midnight – 1am, 11am – 12midnight "
KFC,3.8,200,Beverages,www.zomato.com/bangalore/kfc-brigade-road-bangalore/order,Brigade Road,188.0,"12midnight – 1am, 11am – 12midnight "
Pizza Hut,4.0,200,Pizza,www.zomato.com/bangalore/pizza-hut-shanti-nagar/order,Shanti Nagar,274.0,"12midnight – 1am, 11am – 12midnight "
Pizza Hut,4.0,200,Italian,www.zomato.com/bangalore/pizza-hut-shanti-nagar/order,Shanti Nagar,274.0,"12midnight – 1am, 11am – 12midnight "
Pizza Hut,4.0,200,Pasta,www.zomato.com/bangalore/pizza-hut-shanti-nagar/order,Shanti Nagar,274.0,"12midnight – 1am, 11am – 12midnight "
Pizza Hut,4.0,200,Fast Food,www.zomato.com/bangalore/pizza-hut-shanti-nagar/order,Shanti Nagar,274.0,"12midnight – 1am, 11am – 12midnight "
Pizza Hut,4.0,200,Desserts,www.zomato.com/bangalore/pizza-hut-shanti-nagar/order,Shanti Nagar,274.0,"12midnight – 1am, 11am – 12midnight "
Pizza Hut,4.0,200,Beverages,www.zomato.com/bangalore/pizza-hut-shanti-nagar/order,Shanti Nagar,274.0,"12midnight – 1am, 11am – 12midnight "
Burger King,4.1,200,Burger,www.zomato.com/bangalore/burger-king-commercial-street/order,Commercial Street,749.0,"12midnight – 2am, 7am – 12midnight "
Burger King,4.1,200,Fast Food,www.zomato.com/bangalore/burger-king-commercial-street/order,Commercial Street,749.0,"12midnight – 2am, 7am – 12midnight "
Burger King,4.1,200,Desserts,www.zomato.com/bangalore/burger-king-commercial-street/order,Commercial Street,749.0,"12midnight – 2am, 7am – 12midnight "
Burger King,4.1,200,Beverages,www.zomato.com/bangalore/burger-king-commercial-street/order,Commercial Street,749.0,"12midnight – 2am, 7am – 12midnight "
McDonald's,3.8,200,Burger,www.zomato.com/bangalore/mcdonalds-mg-road/order,MG Road,215.0,"12midnight – 1:15am, 9am – 12midnight "
McDonald's,3.8,200,Fast Food,www.zomato.com/bangalore/mcdonalds-mg-road/order,MG Road,215.0,"12midnight – 1:15am, 9am – 12midnight "
McDonald's,3.8,200,Desserts,www.zomato.com/bangalore/mcdonalds-mg-road/order,MG Road,215.0,"12midnight – 1:15am, 9am – 12midnight "
McDonald's,3.8,200,Beverages,www.zomato.com/bangalore/mcdonalds-mg-road/order,MG Road,215.0,"12midnight – 1:15am, 9am – 12midnight "
A2B - Adyar Ananda Bhavan,4.4,200,South Indian,www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-1-shanti-nagar-bangalore/order,Shanti Nagar,7.0,Opens  at 7am
A2B - Adyar Ananda Bhavan,4.4,200,North Indian,www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-1-shanti-nagar-bangalore/order,Shanti Nagar,7.0,Opens  at 7am
A2B - Adyar Ananda Bhavan,4.4,200,Biryani,www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-1-shanti-nagar-bangalore/order,Shanti Nagar,7.0,Opens  at 7am
A2B - Adyar Ananda Bhavan,4.4,200,Chinese,www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-1-shanti-nagar-bangalore/order,Shanti Nagar,7.0,Opens  at 7am
A2B - Adyar Ananda Bhavan,4.4,200,Street Food,www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-1-shanti-nagar-bangalore/order,Shanti Nagar,7.0,Opens  at 7am
A2B - Adyar Ananda Bhavan,4.4,200,Sandwich,www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-1-shanti-nagar-bangalore/order,Shanti Nagar,7.0,Opens  at 7am
A2B - Adyar Ananda Bhavan,4.4,200,Ice Cream,www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-1-shanti-nagar-bangalore/order,Shanti Nagar,7.0,Opens  at 7am
A2B - Adyar Ananda Bhavan,4.4,200,Beverages,www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-1-shanti-nagar-bangalore/order,Shanti Nagar,7.0,Opens  at 7am
Mani's Dum Biryani,4.2,200,Biryani,www.zomato.com/manis/order,Koramangala 5th Block,947.0,11am – 12midnight 
Mani's Dum Biryani,4.2,200,North Indian,www.zomato.com/manis/order,Koramangala 5th Block,947.0,11am – 12midnight 
Mani's Dum Biryani,4.2,200,Beverages,www.zomato.com/manis/order,Koramangala 5th Block,947.0,11am – 12midnight 
Al-Bek,4.1,200,North Indian,www.zomato.com/bangalore/al-bek-malleshwaram/order,Malleshwaram,1331.0,11:30am – 11:30pm 
Al-Bek,4.1,200,Biryani,www.zomato.com/bangalore/al-bek-malleshwaram/order,Malleshwaram,1331.0,11:30am – 11:30pm 
Al-Bek,4.1,200,Arabian,www.zomato.com/bangalore/al-bek-malleshwaram/order,Malleshwaram,1331.0,11:30am – 11:30pm 
Al-Bek,4.1,200,Mughlai,www.zomato.com/bangalore/al-bek-malleshwaram/order,Malleshwaram,1331.0,11:30am – 11:30pm 
Al-Bek,4.1,200,Chinese,www.zomato.com/bangalore/al-bek-malleshwaram/order,Malleshwaram,1331.0,11:30am – 11:30pm 
Kanti Sweets,4.5,200,Mithai,www.zomato.com/bangalore/kanti-sweets-brigade-road/order,Brigade Road,108.0,9:30am – 10pm 
Kanti Sweets,4.5,200,Desserts,www.zomato.com/bangalore/kanti-sweets-brigade-road/order,Brigade Road,108.0,9:30am – 10pm 
Kanti Sweets,4.5,200,Street Food,www.zomato.com/bangalore/kanti-sweets-brigade-road/order,Brigade Road,108.0,9:30am – 10pm 
Truffles,4.4,200,Burger,www.zomato.com/bangalore/truffles-2-st-marks-road/order,St. Marks Road,1976.0,8am – 11:30pm 
Truffles,4.4,200,Italian,www.zomato.com/bangalore/truffles-2-st-marks-road/order,St. Marks Road,1976.0,8am – 11:30pm 
Truffles,4.4,200,Desserts,www.zomato.com/bangalore/truffles-2-st-marks-road/order,St. Marks Road,1976.0,8am – 11:30pm 
Truffles,4.4,200,Continental,www.zomato.com/bangalore/truffles-2-st-marks-road/order,St. Marks Road,1976.0,8am – 11:30pm 
Truffles,4.4,200,American,www.zomato.com/bangalore/truffles-2-st-marks-road/order,St. Marks Road,1976.0,8am – 11:30pm 
Truffles,4.4,200,Fast Food,www.zomato.com/bangalore/truffles-2-st-marks-road/order,St. Marks Road,1976.0,8am – 11:30pm 
Truffles,4.4,200,Beverages,www.zomato.com/bangalore/truffles-2-st-marks-road/order,St. Marks Road,1976.0,8am – 11:30pm 
FreshMenu,4.0,200,Continental,www.zomato.com/bangalore/freshmenu-richmond-road/order,Richmond Road,0.0,Timings Not Available
FreshMenu,4.0,200,Oriental,www.zomato.com/bangalore/freshmenu-richmond-road/order,Richmond Road,0.0,Timings Not Available
FreshMenu,4.0,200,Asian,www.zomato.com/bangalore/freshmenu-richmond-road/order,Richmond Road,0.0,Timings Not Available
FreshMenu,4.0,200,Healthy Food,www.zomato.com/bangalore/freshmenu-richmond-road/order,Richmond Road,0.0,Timings Not Available
FreshMenu,4.0,200,Sandwich,www.zomato.com/bangalore/freshmenu-richmond-road/order,Richmond Road,0.0,Timings Not Available
FreshMenu,4.0,200,Chinese,www.zomato.com/bangalore/freshmenu-richmond-road/order,Richmond Road,0.0,Timings Not Available
FreshMenu,4.0,200,Desserts,www.zomato.com/bangalore/freshmenu-richmond-road/order,Richmond Road,0.0,Timings Not Available
EasyBites by Empire,4.1,200,Burger,www.zomato.com/bangalore/easybites-by-empire-brigade-road-bangalore/order,Brigade Road,4.0,11am – 3am 
EasyBites by Empire,4.1,200,Fast Food,www.zomato.com/bangalore/easybites-by-empire-brigade-road-bangalore/order,Brigade Road,4.0,11am – 3am 
Polar Bear,4.5,150,Ice Cream,www.zomato.com/bangalore/polar-bear-1-basavanagudi/order,Basavanagudi,299.0,11am – 12midnight 
Polar Bear,4.5,150,Desserts,www.zomato.com/bangalore/polar-bear-1-basavanagudi/order,Basavanagudi,299.0,11am – 12midnight 
Polar Bear,4.5,150,Shake,www.zomato.com/bangalore/polar-bear-1-basavanagudi/order,Basavanagudi,299.0,11am – 12midnight 
Polar Bear,4.5,150,Beverages,www.zomato.com/bangalore/polar-bear-1-basavanagudi/order,Basavanagudi,299.0,11am – 12midnight 
Beijing Bites,4.1,150,Chinese,www.zomato.com/bangalore/beijing-bites-richmond-road/order,Richmond Road,408.0,"12noon – 4pm, 7pm – 11:30pm "
Beijing Bites,4.1,150,Seafood,www.zomato.com/bangalore/beijing-bites-richmond-road/order,Richmond Road,408.0,"12noon – 4pm, 7pm – 11:30pm "
Beijing Bites,4.1,150,Thai,www.zomato.com/bangalore/beijing-bites-richmond-road/order,Richmond Road,408.0,"12noon – 4pm, 7pm – 11:30pm "
Beijing Bites,4.1,150,Rolls,www.zomato.com/bangalore/beijing-bites-richmond-road/order,Richmond Road,408.0,"12noon – 4pm, 7pm – 11:30pm "
Beijing Bites,4.1,150,Malaysian,www.zomato.com/bangalore/beijing-bites-richmond-road/order,Richmond Road,408.0,"12noon – 4pm, 7pm – 11:30pm "
Beijing Bites,4.1,150,Mughlai,www.zomato.com/bangalore/beijing-bites-richmond-road/order,Richmond Road,408.0,"12noon – 4pm, 7pm – 11:30pm "
Beijing Bites,4.1,150,Momos,www.zomato.com/bangalore/beijing-bites-richmond-road/order,Richmond Road,408.0,"12noon – 4pm, 7pm – 11:30pm "
Five Star Chicken,4.3,150,Burger,www.zomato.com/bangalore/five-star-chicken-richmond-road-bangalore/order,Richmond Road,0.0,11:45am – 11pm 
Five Star Chicken,4.3,150,Rolls,www.zomato.com/bangalore/five-star-chicken-richmond-road-bangalore/order,Richmond Road,0.0,11:45am – 11pm 
Five Star Chicken,4.3,150,Fast Food,www.zomato.com/bangalore/five-star-chicken-richmond-road-bangalore/order,Richmond Road,0.0,11:45am – 11pm 
Five Star Chicken,4.3,150,Roast Chicken,www.zomato.com/bangalore/five-star-chicken-richmond-road-bangalore/order,Richmond Road,0.0,11:45am – 11pm 
La Pino'z Pizza,3.9,150,Pizza,www.zomato.com/bangalore/la-pinoz-pizza-frazer-town-bangalore/order,Frazer Town,5.0,"12midnight – 12:30am, 11am – 12midnight "
La Pino'z Pizza,3.9,150,Fast Food,www.zomato.com/bangalore/la-pinoz-pizza-frazer-town-bangalore/order,Frazer Town,5.0,"12midnight – 12:30am, 11am – 12midnight "
Kabab Magic,3.4,150,North Indian,www.zomato.com/bangalore/kabab-magic-richmond-town-bangalore/order,Richmond Town,139.0,12:30pm – 11:30pm 
Kabab Magic,3.4,150,Kebab,www.zomato.com/bangalore/kabab-magic-richmond-town-bangalore/order,Richmond Town,139.0,12:30pm – 11:30pm 
Kabab Magic,3.4,150,Hyderabadi,www.zomato.com/bangalore/kabab-magic-richmond-town-bangalore/order,Richmond Town,139.0,12:30pm – 11:30pm 
Kabab Magic,3.4,150,Mughlai,www.zomato.com/bangalore/kabab-magic-richmond-town-bangalore/order,Richmond Town,139.0,12:30pm – 11:30pm 
Kabab Magic,3.4,150,Chinese,www.zomato.com/bangalore/kabab-magic-richmond-town-bangalore/order,Richmond Town,139.0,12:30pm – 11:30pm 
Kabab Magic,3.4,150,Rolls,www.zomato.com/bangalore/kabab-magic-richmond-town-bangalore/order,Richmond Town,139.0,12:30pm – 11:30pm 
Corner House Ice Creams,4.6,150,Ice Cream,www.zomato.com/bangalore/corner-house-ice-creams-residency-road-bangalore/order,Residency Road,726.0,11am – 11pm 
Corner House Ice Creams,4.6,150,Desserts,www.zomato.com/bangalore/corner-house-ice-creams-residency-road-bangalore/order,Residency Road,726.0,11am – 11pm 
Corner House Ice Creams,4.6,150,Shake,www.zomato.com/bangalore/corner-house-ice-creams-residency-road-bangalore/order,Residency Road,726.0,11am – 11pm 
Biriyani Zone,3.9,150,Biryani,www.zomato.com/bangalore/biriyani-zone-thippasandra-bangalore/order,Thippasandra,2.0,"11:30am – 4pm, 6pm – 12midnight "
Biriyani Zone,3.9,150,Andhra,www.zomato.com/bangalore/biriyani-zone-thippasandra-bangalore/order,Thippasandra,2.0,"11:30am – 4pm, 6pm – 12midnight "
Biriyani Zone,3.9,150,North Indian,www.zomato.com/bangalore/biriyani-zone-thippasandra-bangalore/order,Thippasandra,2.0,"11:30am – 4pm, 6pm – 12midnight "
Biriyani Zone,3.9,150,Chinese,www.zomato.com/bangalore/biriyani-zone-thippasandra-bangalore/order,Thippasandra,2.0,"11:30am – 4pm, 6pm – 12midnight "
Biriyani Zone,3.9,150,Kebab,www.zomato.com/bangalore/biriyani-zone-thippasandra-bangalore/order,Thippasandra,2.0,"11:30am – 4pm, 6pm – 12midnight "
Biriyani Zone,3.9,150,Seafood,www.zomato.com/bangalore/biriyani-zone-thippasandra-bangalore/order,Thippasandra,2.0,"11:30am – 4pm, 6pm – 12midnight "
Biriyani Zone,3.9,150,Desserts,www.zomato.com/bangalore/biriyani-zone-thippasandra-bangalore/order,Thippasandra,2.0,"11:30am – 4pm, 6pm – 12midnight "
Biriyani Zone,3.9,150,Beverages,www.zomato.com/bangalore/biriyani-zone-thippasandra-bangalore/order,Thippasandra,2.0,"11:30am – 4pm, 6pm – 12midnight "
Imperial Restaurant - Since 1954,4.1,150,North Indian,www.zomato.com/bangalore/imperial-restaurant-since-1954-residency-road-bangalore/order,Residency Road,455.0,10am – 1am 
Imperial Restaurant - Since 1954,4.1,150,Mughlai,www.zomato.com/bangalore/imperial-restaurant-since-1954-residency-road-bangalore/order,Residency Road,455.0,10am – 1am 
Imperial Restaurant - Since 1954,4.1,150,Chinese,www.zomato.com/bangalore/imperial-restaurant-since-1954-residency-road-bangalore/order,Residency Road,455.0,10am – 1am 
Imperial Restaurant - Since 1954,4.1,150,Biryani,www.zomato.com/bangalore/imperial-restaurant-since-1954-residency-road-bangalore/order,Residency Road,455.0,10am – 1am 
Imperial Restaurant - Since 1954,4.1,150,Seafood,www.zomato.com/bangalore/imperial-restaurant-since-1954-residency-road-bangalore/order,Residency Road,455.0,10am – 1am 
Imperial Restaurant - Since 1954,4.1,150,Desserts,www.zomato.com/bangalore/imperial-restaurant-since-1954-residency-road-bangalore/order,Residency Road,455.0,10am – 1am 
Imperial Restaurant - Since 1954,4.1,150,Shake,www.zomato.com/bangalore/imperial-restaurant-since-1954-residency-road-bangalore/order,Residency Road,455.0,10am – 1am 
Imperial Restaurant - Since 1954,4.1,150,Beverages,www.zomato.com/bangalore/imperial-restaurant-since-1954-residency-road-bangalore/order,Residency Road,455.0,10am – 1am 
Bakingo,4.4,150,Bakery,www.zomato.com/bangalore/bakingo-vasanth-nagar-bangalore/order,Vasanth Nagar,0.0,Timings Not Available
Bakingo,4.4,150,Desserts,www.zomato.com/bangalore/bakingo-vasanth-nagar-bangalore/order,Vasanth Nagar,0.0,Timings Not Available
Onesta,3.4,150,Pizza,www.zomato.com/bangalore/onesta-malleshwaram-bangalore/order,Mantri Square,0.0,Timings Not Available
Onesta,3.4,150,Pasta,www.zomato.com/bangalore/onesta-malleshwaram-bangalore/order,Mantri Square,0.0,Timings Not Available
Onesta,3.4,150,Sandwich,www.zomato.com/bangalore/onesta-malleshwaram-bangalore/order,Mantri Square,0.0,Timings Not Available
Onesta,3.4,150,Fast Food,www.zomato.com/bangalore/onesta-malleshwaram-bangalore/order,Mantri Square,0.0,Timings Not Available
Onesta,3.4,150,Desserts,www.zomato.com/bangalore/onesta-malleshwaram-bangalore/order,Mantri Square,0.0,Timings Not Available
Onesta,3.4,150,Beverages,www.zomato.com/bangalore/onesta-malleshwaram-bangalore/order,Mantri Square,0.0,Timings Not Available
Nandhini Deluxe,4.1,150,Andhra,www.zomato.com/bangalore/nandhini-deluxe-st-marks-road-bangalore/order,St. Marks Road,598.0,11am – 11:30pm 
Nandhini Deluxe,4.1,150,Biryani,www.zomato.com/bangalore/nandhini-deluxe-st-marks-road-bangalore/order,St. Marks Road,598.0,11am – 11:30pm 
Nandhini Deluxe,4.1,150,North Indian,www.zomato.com/bangalore/nandhini-deluxe-st-marks-road-bangalore/order,St. Marks Road,598.0,11am – 11:30pm 
Hyderabad Biryaani House,4.0,150,Biryani,www.zomato.com/bangalore/hyderabad-biryaani-house-1-richmond-road-bangalore/order,Richmond Road,57.0,"12noon – 4pm, 7pm – 10:30pm "
Hyderabad Biryaani House,4.0,150,North Indian,www.zomato.com/bangalore/hyderabad-biryaani-house-1-richmond-road-bangalore/order,Richmond Road,57.0,"12noon – 4pm, 7pm – 10:30pm "
Hyderabad Biryaani House,4.0,150,Hyderabadi,www.zomato.com/bangalore/hyderabad-biryaani-house-1-richmond-road-bangalore/order,Richmond Road,57.0,"12noon – 4pm, 7pm – 10:30pm "
Hyderabad Biryaani House,4.0,150,Kebab,www.zomato.com/bangalore/hyderabad-biryaani-house-1-richmond-road-bangalore/order,Richmond Road,57.0,"12noon – 4pm, 7pm – 10:30pm "
Hyderabad Biryaani House,4.0,150,Chinese,www.zomato.com/bangalore/hyderabad-biryaani-house-1-richmond-road-bangalore/order,Richmond Road,57.0,"12noon – 4pm, 7pm – 10:30pm "
Hyderabad Biryaani House,4.0,150,Andhra,www.zomato.com/bangalore/hyderabad-biryaani-house-1-richmond-road-bangalore/order,Richmond Road,57.0,"12noon – 4pm, 7pm – 10:30pm "
Hyderabad Biryaani House,4.0,150,Seafood,www.zomato.com/bangalore/hyderabad-biryaani-house-1-richmond-road-bangalore/order,Richmond Road,57.0,"12noon – 4pm, 7pm – 10:30pm "
Wendy's Burgers,4.0,150,Burger,www.zomato.com/bangalore/wendys-burgers-shanti-nagar-bangalore/order,Shanti Nagar,0.0,Timings Not Available
Wendy's Burgers,4.0,150,Fast Food,www.zomato.com/bangalore/wendys-burgers-shanti-nagar-bangalore/order,Shanti Nagar,0.0,Timings Not Available
Wendy's Burgers,4.0,150,American,www.zomato.com/bangalore/wendys-burgers-shanti-nagar-bangalore/order,Shanti Nagar,0.0,Timings Not Available
Sharief Bhai,4.1,150,Biryani,www.zomato.com/bangalore/sharief-bhai-frazer-town-bangalore/order,Frazer Town,820.0,11am – 3am 
Sharief Bhai,4.1,150,Kebab,www.zomato.com/bangalore/sharief-bhai-frazer-town-bangalore/order,Frazer Town,820.0,11am – 3am 
Sharief Bhai,4.1,150,Mughlai,www.zomato.com/bangalore/sharief-bhai-frazer-town-bangalore/order,Frazer Town,820.0,11am – 3am 
Sharief Bhai,4.1,150,Arabian,www.zomato.com/bangalore/sharief-bhai-frazer-town-bangalore/order,Frazer Town,820.0,11am – 3am 
Sharief Bhai,4.1,150,South Indian,www.zomato.com/bangalore/sharief-bhai-frazer-town-bangalore/order,Frazer Town,820.0,11am – 3am 
Sharief Bhai,4.1,150,Rolls,www.zomato.com/bangalore/sharief-bhai-frazer-town-bangalore/order,Frazer Town,820.0,11am – 3am 
Sharief Bhai,4.1,150,Desserts,www.zomato.com/bangalore/sharief-bhai-frazer-town-bangalore/order,Frazer Town,820.0,11am – 3am 
Sharief Bhai,4.1,150,Beverages,www.zomato.com/bangalore/sharief-bhai-frazer-town-bangalore/order,Frazer Town,820.0,11am – 3am 
California Burrito,4.4,150,Mexican,www.zomato.com/bangalore/california-burrito-malleshwaram/order,Mantri Square,292.0,11am – 11pm 
California Burrito,4.4,150,Healthy Food,www.zomato.com/bangalore/california-burrito-malleshwaram/order,Mantri Square,292.0,11am – 11pm 
California Burrito,4.4,150,American,www.zomato.com/bangalore/california-burrito-malleshwaram/order,Mantri Square,292.0,11am – 11pm 
California Burrito,4.4,150,Salad,www.zomato.com/bangalore/california-burrito-malleshwaram/order,Mantri Square,292.0,11am – 11pm 
California Burrito,4.4,150,Fast Food,www.zomato.com/bangalore/california-burrito-malleshwaram/order,Mantri Square,292.0,11am – 11pm 
California Burrito,4.4,150,Beverages,www.zomato.com/bangalore/california-burrito-malleshwaram/order,Mantri Square,292.0,11am – 11pm 
RNR Biryani - Taste Of 1953,4.2,150,Biryani,www.zomato.com/bangalore/rnr-biryani-taste-of-1953-1-jayanagar-bangalore/order,Jayanagar,3215.0,11am – 1am 
RNR Biryani - Taste Of 1953,4.2,150,South Indian,www.zomato.com/bangalore/rnr-biryani-taste-of-1953-1-jayanagar-bangalore/order,Jayanagar,3215.0,11am – 1am 
RNR Biryani - Taste Of 1953,4.2,150,Kebab,www.zomato.com/bangalore/rnr-biryani-taste-of-1953-1-jayanagar-bangalore/order,Jayanagar,3215.0,11am – 1am 
RNR Biryani - Taste Of 1953,4.2,150,Beverages,www.zomato.com/bangalore/rnr-biryani-taste-of-1953-1-jayanagar-bangalore/order,Jayanagar,3215.0,11am – 1am 
RNR Biryani - Taste Of 1953,4.2,150,Andhra,www.zomato.com/bangalore/rnr-biryani-taste-of-1953-1-jayanagar-bangalore/order,Jayanagar,3215.0,11am – 1am 
RNR Biryani - Taste Of 1953,4.2,150,Desserts,www.zomato.com/bangalore/rnr-biryani-taste-of-1953-1-jayanagar-bangalore/order,Jayanagar,3215.0,11am – 1am 
Namaste,4.3,150,South Indian,www.zomato.com/bangalore/namaste-malleshwaram-bangalore/order,Malleshwaram,13.0,7:30am – 11pm 
Namaste,4.3,150,Beverages,www.zomato.com/bangalore/namaste-malleshwaram-bangalore/order,Malleshwaram,13.0,7:30am – 11pm 
Kannur Food Kitchen,3.8,150,Kerala,www.zomato.com/bangalore/kannur-food-kitchen-btm-bangalore/order,BTM,0.0,9am – 4am 
Kannur Food Kitchen,3.8,150,Biryani,www.zomato.com/bangalore/kannur-food-kitchen-btm-bangalore/order,BTM,0.0,9am – 4am 
Kannur Food Kitchen,3.8,150,South Indian,www.zomato.com/bangalore/kannur-food-kitchen-btm-bangalore/order,BTM,0.0,9am – 4am 
