restaurant_name,ratings,price_for_one,cuisine,links,location,delivery_review_no,timings
The Dragon,4.3,350,Chinese,www.zomato.com/bangalore/the-dragon-jayanagar-bangalore/order,Jayanagar,94.0,Opens  at 12noon
The Dragon,4.3,350,Asian,www.zomato.com/bangalore/the-dragon-jayanagar-bangalore/order,Jayanagar,94.0,Opens  at 12noon
The Dragon,4.3,350,Thai,www.zomato.com/bangalore/the-dragon-jayanagar-bangalore/order,Jayanagar,94.0,Opens  at 12noon
The Dragon,4.3,350,Seafood,www.zomato.com/bangalore/the-dragon-jayanagar-bangalore/order,Jayanagar,94.0,Opens  at 12noon
Jodhpur Sweets,4.0,350,Mithai,www.zomato.com/bangalore/jodhpur-sweets-jayanagar-bangalore/order,Jayanagar,48.0,Opens  at 9am
Jodhpur Sweets,4.0,350,Desserts,www.zomato.com/bangalore/jodhpur-sweets-jayanagar-bangalore/order,Jayanagar,48.0,Opens  at 9am
Jodhpur Sweets,4.0,350,Rajasthani,www.zomato.com/bangalore/jodhpur-sweets-jayanagar-bangalore/order,Jayanagar,48.0,Opens  at 9am
Jodhpur Sweets,4.0,350,Street Food,www.zomato.com/bangalore/jodhpur-sweets-jayanagar-bangalore/order,Jayanagar,48.0,Opens  at 9am
Stories Bar & Kitchen,4.1,350,Bar Food,www.zomato.com/bangalore/stories-bar-kitchen-rajajinagar-bangalore/order,Rajajinagar,8962.0,12noon – 1am 
Stories Bar & Kitchen,4.1,350,Chinese,www.zomato.com/bangalore/stories-bar-kitchen-rajajinagar-bangalore/order,Rajajinagar,8962.0,12noon – 1am 
Stories Bar & Kitchen,4.1,350,North Indian,www.zomato.com/bangalore/stories-bar-kitchen-rajajinagar-bangalore/order,Rajajinagar,8962.0,12noon – 1am 
Stories Bar & Kitchen,4.1,350,Italian,www.zomato.com/bangalore/stories-bar-kitchen-rajajinagar-bangalore/order,Rajajinagar,8962.0,12noon – 1am 
Stories Bar & Kitchen,4.1,350,Pizza,www.zomato.com/bangalore/stories-bar-kitchen-rajajinagar-bangalore/order,Rajajinagar,8962.0,12noon – 1am 
Stories Bar & Kitchen,4.1,350,Seafood,www.zomato.com/bangalore/stories-bar-kitchen-rajajinagar-bangalore/order,Rajajinagar,8962.0,12noon – 1am 
Stories Bar & Kitchen,4.1,350,Desserts,www.zomato.com/bangalore/stories-bar-kitchen-rajajinagar-bangalore/order,Rajajinagar,8962.0,12noon – 1am 
Davanagere Benne Dose,4.4,350,South Indian,www.zomato.com/bangalore/davanagere-benne-dose-5-jayanagar-bangalore/order,Jayanagar,0.0,Opens  at 7:15am
Black Kitchen,3.7,350,Arabian,www.zomato.com/bangalore/black-kitchen-koramangala-6th-block/order,Koramangala 6th Block,90.0,7:30am – 12midnight 
Black Kitchen,3.7,350,Kerala,www.zomato.com/bangalore/black-kitchen-koramangala-6th-block/order,Koramangala 6th Block,90.0,7:30am – 12midnight 
Chef's Cap,4.2,350,Chinese,www.zomato.com/bangalore/chefs-cap-1-airport-road-bangalore/order,Old Airport Road,0.0,Opens  at 12noon
Chef's Cap,4.2,350,Sichuan,www.zomato.com/bangalore/chefs-cap-1-airport-road-bangalore/order,Old Airport Road,0.0,Opens  at 12noon
Shyam Delicious Momos,4.2,350,Rolls,www.zomato.com/bangalore/shyam-delicious-momos-thippasandra-bangalore/order,Thippasandra,0.0,Opens  at 1:15pm
Shyam Delicious Momos,4.2,350,Momos,www.zomato.com/bangalore/shyam-delicious-momos-thippasandra-bangalore/order,Thippasandra,0.0,Opens  at 1:15pm
Zingron,3.9,350,Naga,www.zomato.com/bangalore/zingron-koramangala-7th-block/order,Koramangala 7th Block,608.0,Opens  at 12:30pm
Zingron,3.9,350,BBQ,www.zomato.com/bangalore/zingron-koramangala-7th-block/order,Koramangala 7th Block,608.0,Opens  at 12:30pm
Zingron,3.9,350,Chinese,www.zomato.com/bangalore/zingron-koramangala-7th-block/order,Koramangala 7th Block,608.0,Opens  at 12:30pm
Zingron,3.9,350,Sichuan,www.zomato.com/bangalore/zingron-koramangala-7th-block/order,Koramangala 7th Block,608.0,Opens  at 12:30pm
Zingron,3.9,350,Beverages,www.zomato.com/bangalore/zingron-koramangala-7th-block/order,Koramangala 7th Block,608.0,Opens  at 12:30pm
Chinese Foods,3.9,350,Chinese,www.zomato.com/bangalore/chinese-foods-btm-bangalore/order,BTM,1.0,11am – 11:30pm 
Chinese Foods,3.9,350,Sichuan,www.zomato.com/bangalore/chinese-foods-btm-bangalore/order,BTM,1.0,11am – 11:30pm 
Burger Elite,4.1,350,Burger,www.zomato.com/bangalore/burger-elite-rajajinagar-bangalore/order,Rajajinagar,39.0,Opens  at 10am
Burger Elite,4.1,350,Fast Food,www.zomato.com/bangalore/burger-elite-rajajinagar-bangalore/order,Rajajinagar,39.0,Opens  at 10am
Facecake,4.4,200,Bakery,www.zomato.com/bangalore/facecake-rt-nagar-bangalore/order,RT Nagar,0.0,Opens  at 10am
Abhiruchi Hotel,3.5,200,Andhra,www.zomato.com/bangalore/abhiruchi-hotel-btm-bangalore/order,BTM,584.0,Opens  at 11:30am
Abhiruchi Hotel,3.5,200,Biryani,www.zomato.com/bangalore/abhiruchi-hotel-btm-bangalore/order,BTM,584.0,Opens  at 11:30am
Abhiruchi Hotel,3.5,200,North Indian,www.zomato.com/bangalore/abhiruchi-hotel-btm-bangalore/order,BTM,584.0,Opens  at 11:30am
Abhiruchi Hotel,3.5,200,Chinese,www.zomato.com/bangalore/abhiruchi-hotel-btm-bangalore/order,BTM,584.0,Opens  at 11:30am
Pondy Bistro,4.0,200,Fast Food,www.zomato.com/bangalore/pondy-bistro-btm-bangalore/order,BTM,0.0,Opens  at 9:30am
Pondy Bistro,4.0,200,Street Food,www.zomato.com/bangalore/pondy-bistro-btm-bangalore/order,BTM,0.0,Opens  at 9:30am
Pondy Bistro,4.0,200,Healthy Food,www.zomato.com/bangalore/pondy-bistro-btm-bangalore/order,BTM,0.0,Opens  at 9:30am
Pondy Bistro,4.0,200,Sandwich,www.zomato.com/bangalore/pondy-bistro-btm-bangalore/order,BTM,0.0,Opens  at 9:30am
Pondy Bistro,4.0,200,Shake,www.zomato.com/bangalore/pondy-bistro-btm-bangalore/order,BTM,0.0,Opens  at 9:30am
Pondy Bistro,4.0,200,Beverages,www.zomato.com/bangalore/pondy-bistro-btm-bangalore/order,BTM,0.0,Opens  at 9:30am
Pondy Bistro,4.0,200,Desserts,www.zomato.com/bangalore/pondy-bistro-btm-bangalore/order,BTM,0.0,Opens  at 9:30am
The Mandi House,3.4,200,North Indian,www.zomato.com/bangalore/the-mandi-house-mg-road-bangalore/order,MG Road,5.0,11:30am – 11:30pm 
The Mandi House,3.4,200,Chinese,www.zomato.com/bangalore/the-mandi-house-mg-road-bangalore/order,MG Road,5.0,11:30am – 11:30pm 
The Mandi House,3.4,200,Biryani,www.zomato.com/bangalore/the-mandi-house-mg-road-bangalore/order,MG Road,5.0,11:30am – 11:30pm 
The Mandi House,3.4,200,Mandi,www.zomato.com/bangalore/the-mandi-house-mg-road-bangalore/order,MG Road,5.0,11:30am – 11:30pm 
Jain & Veg Cuisines,3.9,200,Chinese,www.zomato.com/bangalore/jain-veg-cuisines-basavanagudi-bangalore/order,Basavanagudi,0.0,Timings Not Available
Jain & Veg Cuisines,3.9,200,Fast Food,www.zomato.com/bangalore/jain-veg-cuisines-basavanagudi-bangalore/order,Basavanagudi,0.0,Timings Not Available
Jain & Veg Cuisines,3.9,200,Pizza,www.zomato.com/bangalore/jain-veg-cuisines-basavanagudi-bangalore/order,Basavanagudi,0.0,Timings Not Available
Jain & Veg Cuisines,3.9,200,Sichuan,www.zomato.com/bangalore/jain-veg-cuisines-basavanagudi-bangalore/order,Basavanagudi,0.0,Timings Not Available
Arun Icecreams,4.2,200,Ice Cream,www.zomato.com/bangalore/arun-icecreams-jayanagar-bangalore/order,Jayanagar,1.0,"12midnight – 2am, 11am – 12midnight "
Sri Udupi Vaibhav,4.5,200,South Indian,www.zomato.com/bangalore/sri-udupi-vaibhav-indiranagar-bangalore/order,Indiranagar,15.0,Opens  at 7am
Sri Udupi Vaibhav,4.5,200,North Indian,www.zomato.com/bangalore/sri-udupi-vaibhav-indiranagar-bangalore/order,Indiranagar,15.0,Opens  at 7am
Sri Udupi Vaibhav,4.5,200,Chinese,www.zomato.com/bangalore/sri-udupi-vaibhav-indiranagar-bangalore/order,Indiranagar,15.0,Opens  at 7am
Sri Udupi Vaibhav,4.5,200,Beverages,www.zomato.com/bangalore/sri-udupi-vaibhav-indiranagar-bangalore/order,Indiranagar,15.0,Opens  at 7am
Tasty Munch,4.2,200,Fast Food,www.zomato.com/bangalore/tasty-munch-rajajinagar-bangalore/order,Rajajinagar,53.0,Opens  at 11am
Tasty Munch,4.2,200,Sandwich,www.zomato.com/bangalore/tasty-munch-rajajinagar-bangalore/order,Rajajinagar,53.0,Opens  at 11am
Tasty Munch,4.2,200,Pizza,www.zomato.com/bangalore/tasty-munch-rajajinagar-bangalore/order,Rajajinagar,53.0,Opens  at 11am
Tasty Munch,4.2,200,Chinese,www.zomato.com/bangalore/tasty-munch-rajajinagar-bangalore/order,Rajajinagar,53.0,Opens  at 11am
Tasty Munch,4.2,200,Beverages,www.zomato.com/bangalore/tasty-munch-rajajinagar-bangalore/order,Rajajinagar,53.0,Opens  at 11am
Tasty Munch,4.2,200,Shake,www.zomato.com/bangalore/tasty-munch-rajajinagar-bangalore/order,Rajajinagar,53.0,Opens  at 11am
Chalukya Samrat Cafe Since 1977,4.3,200,South Indian,www.zomato.com/bangalore/chalukya-samrat-cafe-since-1977-st-marks-road-bangalore/order,1 Sobha,113.0,7am – 11:45pm 
Chalukya Samrat Cafe Since 1977,4.3,200,North Indian,www.zomato.com/bangalore/chalukya-samrat-cafe-since-1977-st-marks-road-bangalore/order,1 Sobha,113.0,7am – 11:45pm 
Chalukya Samrat Cafe Since 1977,4.3,200,Chinese,www.zomato.com/bangalore/chalukya-samrat-cafe-since-1977-st-marks-road-bangalore/order,1 Sobha,113.0,7am – 11:45pm 
Chalukya Samrat Cafe Since 1977,4.3,200,Street Food,www.zomato.com/bangalore/chalukya-samrat-cafe-since-1977-st-marks-road-bangalore/order,1 Sobha,113.0,7am – 11:45pm 
Chalukya Samrat Cafe Since 1977,4.3,200,Beverages,www.zomato.com/bangalore/chalukya-samrat-cafe-since-1977-st-marks-road-bangalore/order,1 Sobha,113.0,7am – 11:45pm 
The Bake House By Zoheb,4.3,200,Bakery,www.zomato.com/bangalore/the-bake-house-by-zoheb-commercial-street-bangalore/order,Commercial Street,12.0,Opens  at 11am
The Bake House By Zoheb,4.3,200,Tea,www.zomato.com/bangalore/the-bake-house-by-zoheb-commercial-street-bangalore/order,Commercial Street,12.0,Opens  at 11am
The Bake House By Zoheb,4.3,200,Coffee,www.zomato.com/bangalore/the-bake-house-by-zoheb-commercial-street-bangalore/order,Commercial Street,12.0,Opens  at 11am
The Bake House By Zoheb,4.3,200,Sandwich,www.zomato.com/bangalore/the-bake-house-by-zoheb-commercial-street-bangalore/order,Commercial Street,12.0,Opens  at 11am
The Bake House By Zoheb,4.3,200,Burger,www.zomato.com/bangalore/the-bake-house-by-zoheb-commercial-street-bangalore/order,Commercial Street,12.0,Opens  at 11am
The Bake House By Zoheb,4.3,200,Pasta,www.zomato.com/bangalore/the-bake-house-by-zoheb-commercial-street-bangalore/order,Commercial Street,12.0,Opens  at 11am
The Bake House By Zoheb,4.3,200,Fast Food,www.zomato.com/bangalore/the-bake-house-by-zoheb-commercial-street-bangalore/order,Commercial Street,12.0,Opens  at 11am
The Bake House By Zoheb,4.3,200,Beverages,www.zomato.com/bangalore/the-bake-house-by-zoheb-commercial-street-bangalore/order,Commercial Street,12.0,Opens  at 11am
O2 Juice Bar,3.8,200,Juices,www.zomato.com/bangalore/o2-juice-bar-wilson-garden-bangalore/order,Wilson Garden,0.0,Timings Not Available
The Coorg Food Co.,4.1,200,South Indian,www.zomato.com/bangalore/the-coorg-food-co-koramangala-6th-block-bangalore/order,Koramangala 6th Block,25.0,11:30am – 12midnight 
The Coorg Food Co.,4.1,200,Beverages,www.zomato.com/bangalore/the-coorg-food-co-koramangala-6th-block-bangalore/order,Koramangala 6th Block,25.0,11:30am – 12midnight 
Prerna Punjabi Home Made Food,4.0,200,North Indian,www.zomato.com/bangalore/prerna-punjabi-home-made-food-rt-nagar-bangalore/order,RT Nagar,1.0,Opens  at 8am
ENSO - Sourdough Pizza By Nomad,4.1,200,Pizza,www.zomato.com/bangalore/enso-sourdough-pizza-by-nomad-commercial-street-bangalore/order,Commercial Street,0.0,Timings Not Available
ENSO - Sourdough Pizza By Nomad,4.1,200,Fast Food,www.zomato.com/bangalore/enso-sourdough-pizza-by-nomad-commercial-street-bangalore/order,Commercial Street,0.0,Timings Not Available
ENSO - Sourdough Pizza By Nomad,4.1,200,Desserts,www.zomato.com/bangalore/enso-sourdough-pizza-by-nomad-commercial-street-bangalore/order,Commercial Street,0.0,Timings Not Available
Sultans Of Spice,4.1,200,North Indian,www.zomato.com/bangalore/sultans-of-spice-koramangala-5th-block-bangalore/order,BluPetal Hotel,4542.0,Opens  at 11:30am
Sultans Of Spice,4.1,200,Mughlai,www.zomato.com/bangalore/sultans-of-spice-koramangala-5th-block-bangalore/order,BluPetal Hotel,4542.0,Opens  at 11:30am
Sultans Of Spice,4.1,200,Afghan,www.zomato.com/bangalore/sultans-of-spice-koramangala-5th-block-bangalore/order,BluPetal Hotel,4542.0,Opens  at 11:30am
Sultans Of Spice,4.1,200,Biryani,www.zomato.com/bangalore/sultans-of-spice-koramangala-5th-block-bangalore/order,BluPetal Hotel,4542.0,Opens  at 11:30am
Sultans Of Spice,4.1,200,Desserts,www.zomato.com/bangalore/sultans-of-spice-koramangala-5th-block-bangalore/order,BluPetal Hotel,4542.0,Opens  at 11:30am
Sultans Of Spice,4.1,200,Beverages,www.zomato.com/bangalore/sultans-of-spice-koramangala-5th-block-bangalore/order,BluPetal Hotel,4542.0,Opens  at 11:30am
Kamat Bugle Rock,4.4,200,South Indian,www.zomato.com/bangalore/kamat-bugle-rock-basavanagudi/order,Basavanagudi,596.0,Opens  at 11:30am
Kamat Bugle Rock,4.4,200,Fast Food,www.zomato.com/bangalore/kamat-bugle-rock-basavanagudi/order,Basavanagudi,596.0,Opens  at 11:30am
Kamat Bugle Rock,4.4,200,Chinese,www.zomato.com/bangalore/kamat-bugle-rock-basavanagudi/order,Basavanagudi,596.0,Opens  at 11:30am
Kamat Bugle Rock,4.4,200,Street Food,www.zomato.com/bangalore/kamat-bugle-rock-basavanagudi/order,Basavanagudi,596.0,Opens  at 11:30am
Kamat Bugle Rock,4.4,200,North Indian,www.zomato.com/bangalore/kamat-bugle-rock-basavanagudi/order,Basavanagudi,596.0,Opens  at 11:30am
Kamat Bugle Rock,4.4,200,Desserts,www.zomato.com/bangalore/kamat-bugle-rock-basavanagudi/order,Basavanagudi,596.0,Opens  at 11:30am
Kamat Bugle Rock,4.4,200,Beverages,www.zomato.com/bangalore/kamat-bugle-rock-basavanagudi/order,Basavanagudi,596.0,Opens  at 11:30am
Gurukrupa Paratha House,4.0,200,North Indian,www.zomato.com/bangalore/gurukrupa-paratha-house-domlur/order,Domlur,226.0,Opens  at 11:30am
Gurukrupa Paratha House,4.0,200,Chinese,www.zomato.com/bangalore/gurukrupa-paratha-house-domlur/order,Domlur,226.0,Opens  at 11:30am
Gurukrupa Paratha House,4.0,200,Biryani,www.zomato.com/bangalore/gurukrupa-paratha-house-domlur/order,Domlur,226.0,Opens  at 11:30am
Gurukrupa Paratha House,4.0,200,Street Food,www.zomato.com/bangalore/gurukrupa-paratha-house-domlur/order,Domlur,226.0,Opens  at 11:30am
Gurukrupa Paratha House,4.0,200,Beverages,www.zomato.com/bangalore/gurukrupa-paratha-house-domlur/order,Domlur,226.0,Opens  at 11:30am
Sri Nidhi Coffee House,4.3,200,Coffee,www.zomato.com/bangalore/sri-nidhi-coffee-house-indiranagar-bangalore/order,Indiranagar,6.0,Opens  at 7:30am
Sri Nidhi Coffee House,4.3,200,South Indian,www.zomato.com/bangalore/sri-nidhi-coffee-house-indiranagar-bangalore/order,Indiranagar,6.0,Opens  at 7:30am
Food Manthra,3.7,200,North Indian,www.zomato.com/bangalore/food-manthra-ulsoor-bangalore/order,Ulsoor,144.0,Timings Not Available
Food Manthra,3.7,200,Chinese,www.zomato.com/bangalore/food-manthra-ulsoor-bangalore/order,Ulsoor,144.0,Timings Not Available
Food Manthra,3.7,200,Biryani,www.zomato.com/bangalore/food-manthra-ulsoor-bangalore/order,Ulsoor,144.0,Timings Not Available
Food Manthra,3.7,200,Rolls,www.zomato.com/bangalore/food-manthra-ulsoor-bangalore/order,Ulsoor,144.0,Timings Not Available
Food Manthra,3.7,200,South Indian,www.zomato.com/bangalore/food-manthra-ulsoor-bangalore/order,Ulsoor,144.0,Timings Not Available
Madras Curd Rice Company,4.1,200,North Indian,www.zomato.com/bangalore/madras-curd-rice-company-jeevan-bhima-nagar-bangalore/order,Jeevan Bhima Nagar,0.0,9:30am – 11:30pm 
Madras Curd Rice Company,4.1,200,South Indian,www.zomato.com/bangalore/madras-curd-rice-company-jeevan-bhima-nagar-bangalore/order,Jeevan Bhima Nagar,0.0,9:30am – 11:30pm 
Uff Urban Food Factory,3.5,200,South Indian,www.zomato.com/bangalore/uff-urban-food-factory-1-jayanagar-bangalore/order,Jayanagar,6.0,12noon – 11:45pm 
Uff Urban Food Factory,3.5,200,North Indian,www.zomato.com/bangalore/uff-urban-food-factory-1-jayanagar-bangalore/order,Jayanagar,6.0,12noon – 11:45pm 
Uff Urban Food Factory,3.5,200,Chinese,www.zomato.com/bangalore/uff-urban-food-factory-1-jayanagar-bangalore/order,Jayanagar,6.0,12noon – 11:45pm 
Uff Urban Food Factory,3.5,200,Seafood,www.zomato.com/bangalore/uff-urban-food-factory-1-jayanagar-bangalore/order,Jayanagar,6.0,12noon – 11:45pm 
Uff Urban Food Factory,3.5,200,Beverages,www.zomato.com/bangalore/uff-urban-food-factory-1-jayanagar-bangalore/order,Jayanagar,6.0,12noon – 11:45pm 
Curryce Andhra Bhojanam,4.2,200,Andhra,www.zomato.com/bangalore/curryce-andhra-bhojanam-rt-nagar-bangalore/order,RT Nagar,15.0,Opens  at 11:30am
Curryce Andhra Bhojanam,4.2,200,South Indian,www.zomato.com/bangalore/curryce-andhra-bhojanam-rt-nagar-bangalore/order,RT Nagar,15.0,Opens  at 11:30am
Paratha Plaza,4.3,200,North Indian,www.zomato.com/bangalore/paratha-plaza-indiranagar/order,Indiranagar,276.0,Opens  at 11:30am
Paratha Plaza,4.3,200,Chinese,www.zomato.com/bangalore/paratha-plaza-indiranagar/order,Indiranagar,276.0,Opens  at 11:30am
Royal Ice Corner,3.6,100,Ice Cream,www.zomato.com/bangalore/royal-ice-corner-basavanagudi-bangalore/order,Basavanagudi,1.0,11:30am – 12midnight 
Royal Ice Corner,3.6,100,Desserts,www.zomato.com/bangalore/royal-ice-corner-basavanagudi-bangalore/order,Basavanagudi,1.0,11:30am – 12midnight 
Royal Ice Corner,3.6,100,Beverages,www.zomato.com/bangalore/royal-ice-corner-basavanagudi-bangalore/order,Basavanagudi,1.0,11:30am – 12midnight 
Royal Ice Corner,3.6,100,Shake,www.zomato.com/bangalore/royal-ice-corner-basavanagudi-bangalore/order,Basavanagudi,1.0,11:30am – 12midnight 
Sri Maruthi Gowda's Military Hotel,4.3,100,South Indian,www.zomato.com/bangalore/sri-maruthi-gowdas-military-hotel-majestic-bangalore/order,Majestic,4.0,Opens  at 8am
Udupi Sri Krisna Vaibhava,4.1,100,South Indian,www.zomato.com/bangalore/udupi-sri-krisna-vaibhava-jayanagar-bangalore/order,Jayanagar,3.0,Opens  at 6:30am
Udupi Sri Krisna Vaibhava,4.1,100,North Indian,www.zomato.com/bangalore/udupi-sri-krisna-vaibhava-jayanagar-bangalore/order,Jayanagar,3.0,Opens  at 6:30am
Udupi Sri Krisna Vaibhava,4.1,100,Chinese,www.zomato.com/bangalore/udupi-sri-krisna-vaibhava-jayanagar-bangalore/order,Jayanagar,3.0,Opens  at 6:30am
Udupi Sri Krisna Vaibhava,4.1,100,Street Food,www.zomato.com/bangalore/udupi-sri-krisna-vaibhava-jayanagar-bangalore/order,Jayanagar,3.0,Opens  at 6:30am
Udupi Sri Krisna Vaibhava,4.1,100,Biryani,www.zomato.com/bangalore/udupi-sri-krisna-vaibhava-jayanagar-bangalore/order,Jayanagar,3.0,Opens  at 6:30am
Udupi Sri Krisna Vaibhava,4.1,100,Ice Cream,www.zomato.com/bangalore/udupi-sri-krisna-vaibhava-jayanagar-bangalore/order,Jayanagar,3.0,Opens  at 6:30am
Udupi Sri Krisna Vaibhava,4.1,100,Beverages,www.zomato.com/bangalore/udupi-sri-krisna-vaibhava-jayanagar-bangalore/order,Jayanagar,3.0,Opens  at 6:30am
Caterspoint,4.4,100,Salad,www.zomato.com/bangalore/caterspoint-indiranagar-bangalore/order,Indiranagar,0.0,Timings Not Available
Caterspoint,4.4,100,Healthy Food,www.zomato.com/bangalore/caterspoint-indiranagar-bangalore/order,Indiranagar,0.0,Timings Not Available
Big Wong,4.2,100,Asian,www.zomato.com/bangalore/big-wong-indiranagar-bangalore/order,Indiranagar,0.0,Timings Not Available
Big Wong,4.2,100,Chinese,www.zomato.com/bangalore/big-wong-indiranagar-bangalore/order,Indiranagar,0.0,Timings Not Available
Big Wong,4.2,100,Sushi,www.zomato.com/bangalore/big-wong-indiranagar-bangalore/order,Indiranagar,0.0,Timings Not Available
Big Wong,4.2,100,Thai,www.zomato.com/bangalore/big-wong-indiranagar-bangalore/order,Indiranagar,0.0,Timings Not Available
Big Wong,4.2,100,Japanese,www.zomato.com/bangalore/big-wong-indiranagar-bangalore/order,Indiranagar,0.0,Timings Not Available
Big Wong,4.2,100,Sichuan,www.zomato.com/bangalore/big-wong-indiranagar-bangalore/order,Indiranagar,0.0,Timings Not Available
Big Wong,4.2,100,Seafood,www.zomato.com/bangalore/big-wong-indiranagar-bangalore/order,Indiranagar,0.0,Timings Not Available
Big Wong,4.2,100,Oriental,www.zomato.com/bangalore/big-wong-indiranagar-bangalore/order,Indiranagar,0.0,Timings Not Available
Kaayal,4.0,100,South Indian,www.zomato.com/bangalore/kaayal-jeevan-bhima-nagar/order,Jeevan Bhima Nagar,268.0,Opens  at 12noon
Melange - By Asha Sweet Center,4.3,100,Fast Food,www.zomato.com/bangalore/melange-by-asha-sweet-center-rajajinagar-bangalore/order,Rajajinagar,1.0,Opens  at 9am
Melange - By Asha Sweet Center,4.3,100,Pizza,www.zomato.com/bangalore/melange-by-asha-sweet-center-rajajinagar-bangalore/order,Rajajinagar,1.0,Opens  at 9am
Melange - By Asha Sweet Center,4.3,100,Sandwich,www.zomato.com/bangalore/melange-by-asha-sweet-center-rajajinagar-bangalore/order,Rajajinagar,1.0,Opens  at 9am
Melange - By Asha Sweet Center,4.3,100,Pasta,www.zomato.com/bangalore/melange-by-asha-sweet-center-rajajinagar-bangalore/order,Rajajinagar,1.0,Opens  at 9am
Melange - By Asha Sweet Center,4.3,100,Tea,www.zomato.com/bangalore/melange-by-asha-sweet-center-rajajinagar-bangalore/order,Rajajinagar,1.0,Opens  at 9am
Melange - By Asha Sweet Center,4.3,100,Beverages,www.zomato.com/bangalore/melange-by-asha-sweet-center-rajajinagar-bangalore/order,Rajajinagar,1.0,Opens  at 9am
Main Lassi Shop,3.9,100,Beverages,www.zomato.com/bangalore/main-lassi-shop-shivajinagar-bangalore/order,Shivajinagar,0.0,9am – 11:30pm 
Main Lassi Shop,3.9,100,Shake,www.zomato.com/bangalore/main-lassi-shop-shivajinagar-bangalore/order,Shivajinagar,0.0,9am – 11:30pm 
Main Lassi Shop,3.9,100,Juices,www.zomato.com/bangalore/main-lassi-shop-shivajinagar-bangalore/order,Shivajinagar,0.0,9am – 11:30pm 
Main Lassi Shop,3.9,100,Fast Food,www.zomato.com/bangalore/main-lassi-shop-shivajinagar-bangalore/order,Shivajinagar,0.0,9am – 11:30pm 
Main Lassi Shop,3.9,100,Street Food,www.zomato.com/bangalore/main-lassi-shop-shivajinagar-bangalore/order,Shivajinagar,0.0,9am – 11:30pm 
Main Lassi Shop,3.9,100,Sandwich,www.zomato.com/bangalore/main-lassi-shop-shivajinagar-bangalore/order,Shivajinagar,0.0,9am – 11:30pm 
Main Lassi Shop,3.9,100,Ice Cream,www.zomato.com/bangalore/main-lassi-shop-shivajinagar-bangalore/order,Shivajinagar,0.0,9am – 11:30pm 
South Kitchen,4.5,100,South Indian,www.zomato.com/bangalore/south-kitchen-basavanagudi/order,Basavanagudi,349.0,Opens  at 7am
Halli Mane,4.1,100,South Indian,www.zomato.com/bangalore/halli-mane-malleshwaram/order,Malleshwaram,1323.0,Opens  at 7am
Halli Mane,4.1,100,North Indian,www.zomato.com/bangalore/halli-mane-malleshwaram/order,Malleshwaram,1323.0,Opens  at 7am
Halli Mane,4.1,100,Chinese,www.zomato.com/bangalore/halli-mane-malleshwaram/order,Malleshwaram,1323.0,Opens  at 7am
Body Power Cafe,4.0,100,Healthy Food,www.zomato.com/bangalore/body-power-cafe-indiranagar-bangalore/order,Indiranagar,0.0,7am – 6:30am 
Body Power Cafe,4.0,100,Salad,www.zomato.com/bangalore/body-power-cafe-indiranagar-bangalore/order,Indiranagar,0.0,7am – 6:30am 
Body Power Cafe,4.0,100,Continental,www.zomato.com/bangalore/body-power-cafe-indiranagar-bangalore/order,Indiranagar,0.0,7am – 6:30am 
Body Power Cafe,4.0,100,South Indian,www.zomato.com/bangalore/body-power-cafe-indiranagar-bangalore/order,Indiranagar,0.0,7am – 6:30am 
Body Power Cafe,4.0,100,North Indian,www.zomato.com/bangalore/body-power-cafe-indiranagar-bangalore/order,Indiranagar,0.0,7am – 6:30am 
Body Power Cafe,4.0,100,Pizza,www.zomato.com/bangalore/body-power-cafe-indiranagar-bangalore/order,Indiranagar,0.0,7am – 6:30am 
Body Power Cafe,4.0,100,Fast Food,www.zomato.com/bangalore/body-power-cafe-indiranagar-bangalore/order,Indiranagar,0.0,7am – 6:30am 
Body Power Cafe,4.0,100,Beverages,www.zomato.com/bangalore/body-power-cafe-indiranagar-bangalore/order,Indiranagar,0.0,7am – 6:30am 
Dil Dilli,3.6,100,North Indian,www.zomato.com/bangalore/dil-dilli-indiranagar-bangalore/order,Indiranagar,0.0,Timings Not Available
Dil Dilli,3.6,100,Street Food,www.zomato.com/bangalore/dil-dilli-indiranagar-bangalore/order,Indiranagar,0.0,Timings Not Available
Dil Dilli,3.6,100,Beverages,www.zomato.com/bangalore/dil-dilli-indiranagar-bangalore/order,Indiranagar,0.0,Timings Not Available
Fryoo Fried And Pizza,3.7,300,Pizza,www.zomato.com/bangalore/fryoo-fried-and-pizza-btm-bangalore/order,BTM,0.0,Timings Not Available
Fryoo Fried And Pizza,3.7,300,Burger,www.zomato.com/bangalore/fryoo-fried-and-pizza-btm-bangalore/order,BTM,0.0,Timings Not Available
New Ambur Biryani Point,4.3,300,North Indian,www.zomato.com/bangalore/new-ambur-biryani-point-2-hosur-road-bangalore/order,Hosur Road,0.0,Opens  at 11:30am
New Ambur Biryani Point,4.3,300,Chinese,www.zomato.com/bangalore/new-ambur-biryani-point-2-hosur-road-bangalore/order,Hosur Road,0.0,Opens  at 11:30am
New Ambur Biryani Point,4.3,300,Biryani,www.zomato.com/bangalore/new-ambur-biryani-point-2-hosur-road-bangalore/order,Hosur Road,0.0,Opens  at 11:30am
New Ambur Biryani Point,4.3,300,Lebanese,www.zomato.com/bangalore/new-ambur-biryani-point-2-hosur-road-bangalore/order,Hosur Road,0.0,Opens  at 11:30am
